time,peripheral.identifier,peripheral.timestamp,peripheral.rssi,peripheral.txPower,remote.attitude.roll,remote.attitude.pitch,remote.attitude.yaw,brightness,battery.state,battery.level,attitude.roll,attitude.pitch,attitude.yaw
1591112359516.9011,66B23618-9B7B-6C0B-7200-78CA9E391D10,612805159514.3419,-50,1,0.060,0.492,-0.170,0.43775105,unplugged,0.95,0.050,0.552,2.482
1591112359650.098,66B23618-9B7B-6C0B-7200-78CA9E391D10,612805159646.832,-49,1,0.060,0.492,-0.170,0.43775105,unplugged,0.95,0.061,0.560,2.477
1591112359785.737,66B23618-9B7B-6C0B-7200-78CA9E391D10,612805159783.204,-47,1,0.060,0.492,-0.170,0.43775105,unplugged,0.95,0.064,0.565,2.477
1591112359918.932,66B23618-9B7B-6C0B-7200-78CA9E391D10,612805159916.158,-44,1,0.060,0.492,-0.170,0.43775105,unplugged,0.95,0.068,0.579,2.480
1591112360049.916,66B23618-9B7B-6C0B-7200-78CA9E391D10,612805160047.409,-43,1,0.060,0.492,-0.170,0.43775105,unplugged,0.95,0.067,0.606,2.478
1591112360184.8708,66B23618-9B7B-6C0B-7200-78CA9E391D10,612805160182.395,-41,1,0.060,0.492,-0.170,0.43775105,unplugged,0.95,0.039,0.610,2.489
1591112360316.2808,66B23618-9B7B-6C0B-7200-78CA9E391D10,612805160313.722,-42,1,0.060,0.492,-0.170,0.43775105,unplugged,0.95,0.038,0.616,2.491
1591112360450.0388,66B23618-9B7B-6C0B-7200-78CA9E391D10,612805160447.506,-41,1,0.060,0.492,-0.170,0.43775105,unplugged,0.95,0.036,0.618,2.486
1591112360581.862,66B23618-9B7B-6C0B-7200-78CA9E391D10,612805160578.6329,-40,1,0.060,0.492,-0.170,0.43775105,unplugged,0.95,0.034,0.620,2.476
1591112360713.407,66B23618-9B7B-6C0B-7200-78CA9E391D10,612805160711.8041,-45,1,0.060,0.492,-0.170,0.43775105,unplugged,0.95,0.036,0.628,2.468
1591112360845.6301,66B23618-9B7B-6C0B-7200-78CA9E391D10,612805160843.189,-45,1,0.060,0.492,-0.170,0.43775105,unplugged,0.95,0.037,0.626,2.466
1591112361241.166,66B23618-9B7B-6C0B-7200-78CA9E391D10,612805161238.6349,-41,1,0.060,0.492,-0.170,0.43775105,unplugged,0.95,0.042,0.635,2.450
