time,peripheral.identifier,peripheral.timestamp,peripheral.rssi,peripheral.txPower,remote.attitude.roll,remote.attitude.pitch,remote.attitude.yaw,brightness,battery.state,battery.level,attitude.roll,attitude.pitch,attitude.yaw
1591294462461.048,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987262458.245,-73,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.155,0.197,2.478
1591294462461.744,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987262458.635,-72,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.155,0.197,2.478
1591294463043.354,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987263040.796,-84,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.086,0.242,2.634
1591294463044.225,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987263041.18,-84,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.086,0.242,2.634
1591294463347.4478,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987263345.6481,-80,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.167,0.255,2.718
1591294463348.322,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987263346.269,-80,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.167,0.255,2.718
1591294463662.448,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987263659.132,-84,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.115,0.202,2.731
1591294463664.329,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987263659.401,-84,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.115,0.202,2.731
1591294463950.9358,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987263948.271,-84,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.103,0.180,2.726
1591294463953.4658,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987263948.767,-82,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.103,0.180,2.726
1591294464261.502,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987264256.881,-73,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.089,0.169,2.702
1591294464262.464,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987264257.4641,-72,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.089,0.169,2.702
1591294464568.533,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987264566.262,-86,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.070,0.161,2.681
1591294464569.654,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987264566.696,-85,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.070,0.161,2.681
1591294464846.962,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987264843.338,-88,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.071,0.157,2.701
1591294464849.2651,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987264843.801,-83,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.071,0.157,2.701
1591294465157.9731,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987265155.724,-76,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.077,0.156,2.687
1591294465158.932,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987265156.131,-75,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.077,0.156,2.687
1591294465463.809,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987265461.247,-83,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.071,0.149,2.682
1591294465464.8318,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987265461.6589,-83,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.071,0.149,2.682
1591294465495.592,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987265493.7479,-85,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.071,0.153,2.682
1591294465496.383,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987265494.314,-86,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.071,0.153,2.682
1591294465767.6448,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987265765.803,-84,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.075,0.145,2.718
1591294465768.6082,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987265766.311,-85,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.075,0.145,2.718
1591294466075.292,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987266068.111,-81,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.070,0.139,2.730
1591294466077.028,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987266068.704,-81,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.070,0.139,2.730
1591294466361.257,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987266357.488,-87,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.001,0.115,2.654
1591294466362.129,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987266358.0299,-88,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.001,0.115,2.654
1591294466647.575,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987266645.737,-84,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.155,0.409,2.746
1591294466648.742,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987266646.1919,-83,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.155,0.409,2.746
1591294467267.3171,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987267263.776,-80,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.014,0.304,2.739
1591294467275.213,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987267264.236,-80,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.014,0.304,2.739
1591294467550.3591,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987267547.627,-89,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.009,0.311,2.683
1591294467551.523,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987267547.807,-87,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.009,0.311,2.683
1591294467859.15,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987267852.816,-75,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.006,0.313,2.683
1591294468176.8179,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987268171.299,-81,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.014,0.311,2.707
1591294468177.689,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987268171.731,-80,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.014,0.311,2.707
1591294468744.962,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987268741.454,-76,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.021,0.303,2.690
1591294469065.726,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987269063.8241,-81,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.053,0.334,2.713
1591294469066.709,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987269064.142,-80,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.053,0.334,2.713
1591294469352.663,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987269350.928,-88,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.052,0.324,2.689
1591294469354.147,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987269351.3611,-87,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.052,0.324,2.689
1591294469644.6782,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987269641.9299,-77,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.049,0.321,2.674
1591294469647.3489,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987269642.54,-76,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.049,0.321,2.674
1591294469947.043,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987269938.934,-84,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.045,0.327,2.674
1591294470563.952,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987270559.444,-76,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.046,0.328,2.675
1591294470565.4868,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987270559.933,-76,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.046,0.328,2.675
1591294471759.7031,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987271755.073,-82,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.025,0.309,2.668
1591294471762.1091,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987271755.427,-83,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.025,0.309,2.668
1591294472065.5698,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987272062.197,-90,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.022,0.301,2.650
1591294472067.741,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987272062.399,-91,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.022,0.301,2.650
1591294472344.198,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987272338.0769,-79,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.020,0.293,2.656
1591294472346.884,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987272338.525,-78,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.020,0.293,2.656
1591294472371.1682,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987272369.288,-79,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.021,0.293,2.657
1591294472375.479,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987272369.913,-78,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.021,0.293,2.657
1591294472649.729,FF455C39-1B83-AA8C-0CBE-1B9C7786CCFA,612987272647.679,-84,7,0.107,0.552,0.552,0.38152608,unplugged,0.45,-0.023,0.300,2.656
