time,peripheral.identifier,peripheral.timestamp,peripheral.rssi,peripheral.txPower,remote.attitude.roll,remote.attitude.pitch,remote.attitude.yaw,brightness,battery.state,battery.level,attitude.roll,attitude.pitch,attitude.yaw
1591293642989.428,0DA78762-F235-4794-7768-777AB11C6CFF,612986442987.578,-69,12,0.111,0.364,0.364,0.3780868,unplugged,0.28,-0.027,1.431,-0.076
1591293642990.7122,0DA78762-F235-4794-7768-777AB11C6CFF,612986442989.1079,-68,12,0.111,0.364,0.364,0.3780868,unplugged,0.28,-0.027,1.431,-0.076
1591293643056.793,0DA78762-F235-4794-7768-777AB11C6CFF,612986443054.9199,-68,12,0.111,0.364,0.364,0.3780868,unplugged,0.28,-0.022,1.444,-0.074
1591293643057.9473,0DA78762-F235-4794-7768-777AB11C6CFF,612986443056.471,-68,12,0.111,0.364,0.364,0.3780868,unplugged,0.28,-0.022,1.444,-0.074
1591293643117.5862,0DA78762-F235-4794-7768-777AB11C6CFF,612986443115.739,-69,12,0.111,0.364,0.364,0.3780868,unplugged,0.28,0.013,1.450,-0.102
1591293643118.587,0DA78762-F235-4794-7768-777AB11C6CFF,612986443117.281,-69,12,0.111,0.364,0.364,0.3780868,unplugged,0.28,0.013,1.450,-0.102
1591293643242.924,0DA78762-F235-4794-7768-777AB11C6CFF,612986443240.932,-69,12,0.111,0.364,0.364,0.3780868,unplugged,0.28,-0.010,1.466,-0.073
1591293643243.947,0DA78762-F235-4794-7768-777AB11C6CFF,612986443242.5359,-68,12,0.111,0.364,0.364,0.3780868,unplugged,0.28,-0.010,1.466,-0.073
1591293643301.516,0DA78762-F235-4794-7768-777AB11C6CFF,612986443299.456,-66,12,0.111,0.364,0.364,0.3780868,unplugged,0.28,-0.017,1.470,-0.063
1591293643427.008,0DA78762-F235-4794-7768-777AB11C6CFF,612986443424.9541,-72,12,0.111,0.364,0.364,0.3780868,unplugged,0.28,-0.018,1.472,-0.056
1591293643428.1091,0DA78762-F235-4794-7768-777AB11C6CFF,612986443426.471,-72,12,0.111,0.364,0.364,0.3780868,unplugged,0.28,-0.013,1.472,-0.060
1591293643493.152,0DA78762-F235-4794-7768-777AB11C6CFF,612986443491.1211,-69,12,0.111,0.364,0.364,0.3780868,unplugged,0.28,-0.011,1.474,-0.060
1591293643493.707,0DA78762-F235-4794-7768-777AB11C6CFF,612986443491.166,-69,12,0.111,0.364,0.364,0.3780868,unplugged,0.28,-0.011,1.474,-0.060
1591293643525.681,0DA78762-F235-4794-7768-777AB11C6CFF,612986443523.893,-71,12,0.111,0.364,0.364,0.3780868,unplugged,0.28,-0.013,1.472,-0.058
1591293643526.799,0DA78762-F235-4794-7768-777AB11C6CFF,612986443525.4441,-71,12,0.111,0.364,0.364,0.3780868,unplugged,0.28,-0.013,1.472,-0.058
1591293643587.93,0DA78762-F235-4794-7768-777AB11C6CFF,612986443585.9441,-69,12,0.111,0.364,0.364,0.3780868,unplugged,0.28,-0.034,1.469,-0.047
1591293643588.9092,0DA78762-F235-4794-7768-777AB11C6CFF,612986443587.554,-69,12,0.111,0.364,0.364,0.3780868,unplugged,0.28,-0.034,1.468,-0.037
1591293643652.4502,0DA78762-F235-4794-7768-777AB11C6CFF,612986443650.692,-79,12,0.111,0.364,0.364,0.3780868,unplugged,0.28,-0.053,1.455,-0.026
1591293643653.177,0DA78762-F235-4794-7768-777AB11C6CFF,612986443650.731,-79,12,0.111,0.364,0.364,0.3780868,unplugged,0.28,-0.053,1.455,-0.026
1591293643719.2578,0DA78762-F235-4794-7768-777AB11C6CFF,612986443716.673,-69,12,0.111,0.364,0.364,0.3780868,unplugged,0.28,-0.002,1.459,-0.076
