time,peripheral.identifier,peripheral.timestamp,peripheral.rssi,peripheral.txPower,remote.attitude.roll,remote.attitude.pitch,remote.attitude.yaw,brightness,battery.state,battery.level,attitude.roll,attitude.pitch,attitude.yaw
1591292430310.987,AF0745C0-5A1E-B104-A7D6-7B6BC49058D6,612985230309.003,-103,1,-0.141,0.694,-0.490,0.35713524,unplugged,0.3,0.085,1.452,-1.537
1591292430441.238,AF0745C0-5A1E-B104-A7D6-7B6BC49058D6,612985230439.712,-87,1,-0.141,0.694,-0.490,0.35713524,unplugged,0.3,0.047,1.459,-1.494
1591292430574.158,AF0745C0-5A1E-B104-A7D6-7B6BC49058D6,612985230572.383,-96,1,-0.141,0.694,-0.490,0.35713524,unplugged,0.3,0.032,1.463,-1.475
1591292430841.158,AF0745C0-5A1E-B104-A7D6-7B6BC49058D6,612985230839.378,-89,1,-0.141,0.694,-0.490,0.35713524,unplugged,0.3,-0.070,1.485,-1.371
1591292431508.0562,AF0745C0-5A1E-B104-A7D6-7B6BC49058D6,612985231506.001,-88,1,-0.141,0.694,-0.490,0.35713524,unplugged,0.3,-0.050,1.510,-1.387
1591292431640.1511,AF0745C0-5A1E-B104-A7D6-7B6BC49058D6,612985231638.582,-91,1,-0.141,0.694,-0.490,0.35713524,unplugged,0.3,0.048,1.516,-1.481
1591292432038.852,AF0745C0-5A1E-B104-A7D6-7B6BC49058D6,612985232037.6001,-91,1,-0.141,0.694,-0.490,0.35713524,unplugged,0.3,0.013,1.510,-1.457
1591292432171.449,AF0745C0-5A1E-B104-A7D6-7B6BC49058D6,612985232169.853,-91,1,-0.141,0.694,-0.490,0.35713524,unplugged,0.3,0.020,1.507,-1.465
1591292432305.1191,AF0745C0-5A1E-B104-A7D6-7B6BC49058D6,612985232303.247,-89,1,-0.141,0.694,-0.490,0.35713524,unplugged,0.3,0.058,1.494,-1.503
1591292432705.934,AF0745C0-5A1E-B104-A7D6-7B6BC49058D6,612985232704.385,-94,1,-0.141,0.694,-0.490,0.35713524,unplugged,0.3,0.100,1.500,-1.537
1591292432837.27,AF0745C0-5A1E-B104-A7D6-7B6BC49058D6,612985232835.631,-90,1,-0.141,0.694,-0.490,0.35713524,unplugged,0.3,0.074,1.502,-1.511
1591292433371.9092,AF0745C0-5A1E-B104-A7D6-7B6BC49058D6,612985233370.116,-87,1,-0.141,0.694,-0.490,0.35713524,unplugged,0.3,-0.059,1.513,-1.376
