time,peripheral.identifier,peripheral.timestamp,peripheral.rssi,peripheral.txPower,remote.attitude.roll,remote.attitude.pitch,remote.attitude.yaw,brightness,battery.state,battery.level,attitude.roll,attitude.pitch,attitude.yaw
1591114940350,0,76016297816205,-67,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.0973140224814415,0.4720756411552429,2.1777572631835938
1591114940383,0,76016328648590,-67,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.0973140224814415,0.4720756411552429,2.1777572631835938
1591114940420,0,76016363199436,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.09780630469322205,0.4385360777378082,2.3345887660980225
1591114940537,0,76016471394551,-73,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.11075865477323532,0.5278062224388123,1.9827125072479248
1591114940559,0,76016502626782,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.11075865477323532,0.5278062224388123,1.9827125072479248
1591114940623,0,76016568850128,-73,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.04872196912765503,0.4580422043800354,2.19857120513916
1591114940658,0,76016601197551,-72,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.06930255889892578,0.4697314202785492,2.2092084884643555
1591114940728,0,76016672713243,-72,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.13791579008102417,0.4819805324077606,2.3379151821136475
1591114940762,0,76016706244743,-72,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.13791579008102417,0.4819805324077606,2.3379151821136475
1591114940796,0,76016741227551,-72,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.08577881008386612,0.4459020793437958,2.335894823074341
1591114940846,0,76016777095051,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.21848715841770172,0.4773934483528137,2.748990297317505
1591114940877,0,76016819775012,-72,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.21848715841770172,0.4773934483528137,2.748990297317505
1591114940907,0,76016844432282,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.0826653391122818,0.4008505046367645,2.4704601764678955
1591114940934,0,76016877946935,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.0826653391122818,0.4008505046367645,2.4704601764678955
1591114940964,0,76016908926820,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.14555861055850983,0.45918503403663635,2.4965057373046875
1591114940995,0,76016940973435,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.14555861055850983,0.45918503403663635,2.4965057373046875
1591114941032,0,76016975918051,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.06672287732362747,0.39405596256256104,2.4632644653320312
1591114941089,0,76017012310166,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.19237728416919708,0.46821844577789307,2.670795440673828
1591114941105,0,76017045235589,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.19237728416919708,0.46821844577789307,2.670795440673828
1591114941166,0,76017110057012,-73,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.0366535484790802,0.3601771891117096,2.4820470809936523
1591114941202,0,76017142733281,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.17416775226593018,0.4534812867641449,2.6563661098480225
1591114941236,0,76017180125897,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.17416775226593018,0.4534812867641449,2.6563661098480225
1591114941270,0,76017214812935,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.09434165060520172,0.38800302147865295,2.5551373958587646
1591114941303,0,76017246528512,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.09434165060520172,0.38800302147865295,2.5551373958587646
1591114941341,0,76017282936666,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.1409674733877182,0.4260270297527313,2.607860803604126
1591114941385,0,76017319808704,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.12644705176353455,0.40300172567367554,2.6124584674835205
1591114941406,0,76017347455204,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.12644705176353455,0.40300172567367554,2.6124584674835205
1591114941440,0,76017381770512,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.14240889251232147,0.39418908953666687,2.6703217029571533
1591114941501,0,76017443267166,-72,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.21174807846546173,0.48886004090309143,2.709205389022827
1591114941539,0,76017482120704,-72,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.21174807846546173,0.48886004090309143,2.709205389022827
1591114941578,0,76017521402473,-72,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.07285819947719574,0.36456453800201416,2.5453715324401855
1591114941629,0,76017556046435,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.20986232161521912,0.45983394980430603,2.7761149406433105
1591114941649,0,76017591380743,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.20986232161521912,0.45983394980430603,2.7761149406433105
1591114941690,0,76017632567935,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.09361261874437332,0.38853421807289124,2.542646884918213
1591114941717,0,76017659507550,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.09361261874437332,0.38853421807289124,2.542646884918213
1591114941747,0,76017688949281,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.089173324406147,0.39237022399902344,2.524390459060669
1591114941775,0,76017720186166,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.089173324406147,0.39237022399902344,2.524390459060669
1591114941817,0,76017759480512,-73,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.09073952585458755,0.44374409317970276,2.397404909133911
1591114941871,0,76017800608281,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.07166780531406403,0.3863084018230438,2.494457960128784
1591114941891,0,76017832464012,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.07166780531406403,0.3863084018230438,2.494457960128784
1591114941925,0,76017867912858,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.13723725080490112,0.43481194972991943,2.540180206298828
1591114941960,0,76017903836281,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.13723725080490112,0.43481194972991943,2.540180206298828
1591114941999,0,76017941665512,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.06792603433132172,0.4073493778705597,2.429063558578491
1591114942071,0,76018012389742,-70,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.07263319194316864,0.39920735359191895,2.4524123668670654
1591114942118,0,76018042428473,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.09579619020223618,0.42764613032341003,2.4306271076202393
1591114942136,0,76018073295204,-71,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.09579619020223618,0.42764613032341003,2.4306271076202393
1591114942172,0,76018110150473,-70,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.05386528745293617,0.4069369435310364,2.3838980197906494
1591114942238,0,76018177797627,-84,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.10163162648677826,0.40212351083755493,2.4953033924102783
1591114942282,0,76018208915588,-83,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.1114547923207283,0.43772831559181213,2.4226348400115967
1591114942307,0,76018246661242,-84,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.1114547923207283,0.43772831559181213,2.4226348400115967
1591114942346,0,76018283382050,-84,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.06404410302639008,0.3741133213043213,2.4652600288391113
1591114942370,0,76018314637396,-85,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.06404410302639008,0.3741133213043213,2.4652600288391113
1591114942410,0,76018353905281,-84,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.16500753164291382,0.459924578666687,2.5089991092681885
1591114942467,0,76018399990511,-78,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.08054978400468826,0.3709036409854889,2.4989964962005615
1591114942487,0,76018430737896,-84,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.08054978400468826,0.3709036409854889,2.4989964962005615
1591114942527,0,76018470729280,-83,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.06531008332967758,0.392253577709198,2.41560697555542
1591114942574,0,76018508588819,-85,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.08975005894899368,0.40445059537887573,2.4442520141601562
1591114942602,0,76018547042396,-84,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.08975005894899368,0.40445059537887573,2.4442520141601562
1591114942646,0,76018585598665,-84,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.07341525703668594,0.3532382547855377,2.515507698059082
1591114942685,0,76018625506011,-85,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.07341525703668594,0.3532382547855377,2.515507698059082
1591114942730,0,76018671406242,-83,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.14236187934875488,0.43036308884620667,2.5134854316711426
1591114942780,0,76018700411050,-82,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.046514954417943954,0.3807255029678345,2.40279483795166
1591114942799,0,76018734804626,-83,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.046514954417943954,0.3807255029678345,2.40279483795166
1591114942861,0,76018803428126,-81,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.023531222715973854,0.3739481568336487,2.374619245529175
1591114942901,0,76018843702126,-81,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.0710180252790451,0.4011293053627014,2.403799533843994
1591114942949,0,76018876126357,-81,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.09545370936393738,0.4201273024082184,2.408458948135376
1591114942969,0,76018908712819,-90,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.09545370936393738,0.4201273024082184,2.408458948135376
1591114943006,0,76018948021780,-88,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.07067853957414627,0.39441749453544617,2.4231185913085938
1591114943031,0,76018976264665,-85,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.07067853957414627,0.39441749453544617,2.4231185913085938
1591114943068,0,76019012564972,-81,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.07178957760334015,0.3928564190864563,2.429431676864624
1591114943103,0,76019047054126,-82,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.07178957760334015,0.3928564190864563,2.429431676864624
1591114943137,0,76019081999780,-82,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.07904563099145889,0.42120033502578735,2.375054359436035
1591114943186,0,76019122294780,-81,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.09500166773796082,0.4213626980781555,2.4188246726989746
1591114943211,0,76019154280857,-81,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.09500166773796082,0.4213626980781555,2.4188246726989746
1591114943282,0,76019223753357,-81,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.07814883440732956,0.4134724736213684,2.3994874954223633
1591114943319,0,76019262667434,-81,7,0.07907890841020704,0.44798778041020704,0.44798778041020704,1.0,unplugged,88,-0.0728762298822403,0.386178582906723,2.461146831512451
