time,peripheral.identifier,peripheral.timestamp,peripheral.rssi,peripheral.txPower,remote.attitude.roll,remote.attitude.pitch,remote.attitude.yaw,brightness,battery.state,battery.level,attitude.roll,attitude.pitch,attitude.yaw
1591114536943.325,4FB2404F-E075-DFED-2586-76FD6E351340,612807336941.123,-81,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.205,1.459,1.327
1591114537337.641,4FB2404F-E075-DFED-2586-76FD6E351340,612807337335.253,-88,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.122,1.471,1.407
1591114537471.9792,4FB2404F-E075-DFED-2586-76FD6E351340,612807337469.829,-87,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.153,1.480,1.367
1591114537605.067,4FB2404F-E075-DFED-2586-76FD6E351340,612807337602.678,-91,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.139,1.489,1.378
1591114538006.793,4FB2404F-E075-DFED-2586-76FD6E351340,612807338004.755,-95,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.191,1.502,1.334
1591114538141.226,4FB2404F-E075-DFED-2586-76FD6E351340,612807338139.1111,-93,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.251,1.505,1.276
1591114538543.221,4FB2404F-E075-DFED-2586-76FD6E351340,612807338541.1381,-87,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.119,1.504,1.416
1591114538674.0332,4FB2404F-E075-DFED-2586-76FD6E351340,612807338671.9249,-89,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.023,1.505,1.511
1591114538808.063,4FB2404F-E075-DFED-2586-76FD6E351340,612807338806.1959,-93,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.030,1.507,1.508
1591114539337.051,4FB2404F-E075-DFED-2586-76FD6E351340,612807339334.926,-92,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.106,1.511,1.425
1591114539869.1667,4FB2404F-E075-DFED-2586-76FD6E351340,612807339867.3889,-90,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.064,1.511,1.463
1591114540000.514,4FB2404F-E075-DFED-2586-76FD6E351340,612807339998.596,-93,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,-0.148,1.496,1.674
1591114540535.427,4FB2404F-E075-DFED-2586-76FD6E351340,612807340533.498,-93,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.035,1.515,1.504
1591114540936.1191,4FB2404F-E075-DFED-2586-76FD6E351340,612807340934.001,-86,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,-0.041,1.521,1.569
1591114541068.0918,4FB2404F-E075-DFED-2586-76FD6E351340,612807341066.04,-93,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.010,1.521,1.517
1591114541604.2239,4FB2404F-E075-DFED-2586-76FD6E351340,612807341602.2529,-89,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,-0.110,1.513,1.640
1591114542135.446,4FB2404F-E075-DFED-2586-76FD6E351340,612807342133.557,-89,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.146,1.507,1.382
1591114542399.59,4FB2404F-E075-DFED-2586-76FD6E351340,612807342397.7881,-91,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.141,1.505,1.392
1591114542796.562,4FB2404F-E075-DFED-2586-76FD6E351340,612807342794.34,-97,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.176,1.508,1.353
1591114542932.0679,4FB2404F-E075-DFED-2586-76FD6E351340,612807342930.1831,-89,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.140,1.507,1.388
1591114543065.464,4FB2404F-E075-DFED-2586-76FD6E351340,612807343063.5969,-87,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.127,1.507,1.399
1591114543464.7988,4FB2404F-E075-DFED-2586-76FD6E351340,612807343462.8201,-89,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.141,1.511,1.379
1591114543599.1711,4FB2404F-E075-DFED-2586-76FD6E351340,612807343597.379,-87,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.141,1.511,1.379
1591114543870.513,4FB2404F-E075-DFED-2586-76FD6E351340,612807343868.51,-87,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.121,1.507,1.397
1591114544271.0837,4FB2404F-E075-DFED-2586-76FD6E351340,612807344269.053,-87,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.117,1.511,1.398
1591114544405.289,4FB2404F-E075-DFED-2586-76FD6E351340,612807344403.407,-86,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.081,1.512,1.434
1591114544535.248,4FB2404F-E075-DFED-2586-76FD6E351340,612807344533.178,-86,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.046,1.508,1.465
1591114544939.102,4FB2404F-E075-DFED-2586-76FD6E351340,612807344937.116,-87,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.026,1.506,1.487
1591114545072.5989,4FB2404F-E075-DFED-2586-76FD6E351340,612807345070.645,-97,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,0.014,1.504,1.500
1591114545738.1392,4FB2404F-E075-DFED-2586-76FD6E351340,612807345736.266,-85,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,-0.030,1.515,1.540
1591114546137.026,4FB2404F-E075-DFED-2586-76FD6E351340,612807346135.319,-94,1,0.163,0.829,0.113,0.82861495,unplugged,0.87,-0.026,1.516,1.536
