time,peripheral.identifier,peripheral.timestamp,peripheral.rssi,peripheral.txPower,remote.attitude.roll,remote.attitude.pitch,remote.attitude.yaw,brightness,battery.state,battery.level,attitude.roll,attitude.pitch,attitude.yaw
1591291208061.772,41E1AE0A-9EC1-6974-0A99-8BD52B240D33,612984008059.093,-72,1,0.202,0.543,-1.409,0.38152608,unplugged,0.5,-0.236,1.511,2.670
1591291209262.4731,41E1AE0A-9EC1-6974-0A99-8BD52B240D33,612984009259.712,-76,1,0.202,0.543,-1.409,0.38152608,unplugged,0.5,-0.006,1.532,2.452
1591291210464.364,41E1AE0A-9EC1-6974-0A99-8BD52B240D33,612984010461.007,-79,1,0.202,0.543,-1.409,0.38152608,unplugged,0.5,-0.668,1.539,3.111
1591291211666.048,41E1AE0A-9EC1-6974-0A99-8BD52B240D33,612984011662.704,-68,1,0.202,0.543,-1.409,0.38152608,unplugged,0.5,-0.553,1.526,2.988
1591291212859.7441,41E1AE0A-9EC1-6974-0A99-8BD52B240D33,612984012857.1901,-73,1,0.202,0.543,-1.409,0.38152608,unplugged,0.5,-0.293,1.523,2.723
1591291214060.596,41E1AE0A-9EC1-6974-0A99-8BD52B240D33,612984014057.3191,-80,1,0.202,0.543,-1.409,0.38152608,unplugged,0.5,-0.158,1.532,2.601
1591291215255.877,41E1AE0A-9EC1-6974-0A99-8BD52B240D33,612984015252.756,-69,1,0.202,0.543,-1.409,0.38152608,unplugged,0.5,0.155,1.532,2.284
1591291217649.8408,41E1AE0A-9EC1-6974-0A99-8BD52B240D33,612984017647.167,-81,1,0.202,0.543,-1.409,0.38152608,unplugged,0.5,0.174,1.535,2.262
