time,peripheral.identifier,peripheral.timestamp,peripheral.rssi,peripheral.txPower,remote.attitude.roll,remote.attitude.pitch,remote.attitude.yaw,brightness,battery.state,battery.level,attitude.roll,attitude.pitch,attitude.yaw
1591291337321.223,41E1AE0A-9EC1-6974-0A99-8BD52B240D33,612984137318.5869,-79,1,0.202,0.543,-1.409,0.38152608,unplugged,0.5,0.157,1.519,2.140
1591291338517.517,41E1AE0A-9EC1-6974-0A99-8BD52B240D33,612984138514.797,-83,1,0.202,0.543,-1.409,0.38152608,unplugged,0.5,-0.113,1.523,2.406
1591291339452.428,41E1AE0A-9EC1-6974-0A99-8BD52B240D33,612984139449.849,-84,1,0.202,0.543,-1.409,0.38152608,unplugged,0.5,-0.241,1.515,2.534
1591291340644.117,41E1AE0A-9EC1-6974-0A99-8BD52B240D33,612984140640.5769,-75,1,0.202,0.543,-1.409,0.38152608,unplugged,0.5,-0.202,1.494,2.511
1591291341843.017,41E1AE0A-9EC1-6974-0A99-8BD52B240D33,612984141839.894,-79,1,0.202,0.543,-1.409,0.38152608,unplugged,0.5,-0.064,1.508,2.359
1591291343039.287,41E1AE0A-9EC1-6974-0A99-8BD52B240D33,612984143036.143,-83,1,0.202,0.543,-1.409,0.38152608,unplugged,0.5,0.230,1.511,2.059
1591291344229.26,41E1AE0A-9EC1-6974-0A99-8BD52B240D33,612984144226.712,-77,1,0.202,0.543,-1.409,0.38152608,unplugged,0.5,0.193,1.510,2.087
1591291345431.0642,41E1AE0A-9EC1-6974-0A99-8BD52B240D33,612984145428.521,-78,1,0.202,0.543,-1.409,0.38152608,unplugged,0.5,0.197,1.515,2.079
1591291346624.003,41E1AE0A-9EC1-6974-0A99-8BD52B240D33,612984146621.1421,-87,1,0.202,0.543,-1.409,0.38152608,unplugged,0.5,0.178,1.517,2.103
