time,peripheral.identifier,peripheral.timestamp,peripheral.rssi,peripheral.txPower,remote.attitude.roll,remote.attitude.pitch,remote.attitude.yaw,brightness,battery.state,battery.level,attitude.roll,attitude.pitch,attitude.yaw
1591291573366,0,646370759925,-57,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.06597736477851868,0.7243275046348572,-2.1876118183135986
1591291573392,0,646400951272,-52,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.06597736477851868,0.7243275046348572,-2.1876118183135986
1591291573431,0,646434690925,-52,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.03185196965932846,0.652795135974884,-2.1226706504821777
1591291573475,0,646465986271,-52,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.06905873864889145,0.6663143634796143,-2.1606876850128174
1591291573490,0,646497013733,-53,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.06905873864889145,0.6663143634796143,-2.1606876850128174
1591291573535,0,646532362771,-53,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,0.037930212914943695,0.634227991104126,-2.054086208343506
1591291573560,0,646565364464,-53,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,0.037930212914943695,0.634227991104126,-2.054086208343506
1591291573599,0,646597676233,-54,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.004140103701502085,0.6996630430221558,-2.1191043853759766
1591291573653,0,646659010848,-55,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,0.009418364614248276,0.708764910697937,-2.1103169918060303
1591291573688,0,646693016694,-54,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,0.009418364614248276,0.708764910697937,-2.1103169918060303
1591291573723,0,646728253348,-57,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.03902127966284752,0.7388319969177246,-2.1667702198028564
1591291573749,0,646754662733,-57,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.03902127966284752,0.7388319969177246,-2.1667702198028564
1591291573780,0,646786852117,-57,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.07182617485523224,0.7398582696914673,-2.1969518661499023
1591291573840,0,646826575079,-57,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.1375136822462082,0.7114807367324829,-2.2461254596710205
1591291573858,0,646851448387,-56,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.1375136822462082,0.7114807367324829,-2.2461254596710205
1591291573904,0,646910905694,-51,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.08601124584674835,0.718932032585144,-2.2013189792633057
1591291573934,0,646940878540,-51,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.08601124584674835,0.718932032585144,-2.2013189792633057
1591291573966,0,646972009771,-50,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.12543855607509613,0.7004216313362122,-2.230257272720337
1591291574015,0,647005714194,-50,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.09098303318023682,0.7089073061943054,-2.2041397094726562
1591291574030,0,647034562579,-50,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.09098303318023682,0.7089073061943054,-2.2041397094726562
1591291574071,0,647068967809,-53,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.12403109669685364,0.721671462059021,-2.2427637577056885
1591291574092,0,647099113540,-52,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.12403109669685364,0.721671462059021,-2.2427637577056885
1591291574133,0,647130270579,-53,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.048517514020204544,0.6867399215698242,-2.1571292877197266
1591291574164,0,647168785002,-53,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.048517514020204544,0.6867399215698242,-2.1571292877197266
1591291574198,0,647192838079,-53,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.06669855862855911,0.7398592233657837,-2.200207233428955
1591291574221,0,647227395732,-60,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.06669855862855911,0.7398592233657837,-2.200207233428955
1591291574269,0,647259540809,-59,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.09077282249927521,0.9011943340301514,-2.2911529541015625
1591291574300,0,647295245886,-57,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.09077282249927521,0.9011943340301514,-2.2911529541015625
1591291574326,0,647325518617,-57,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,97,-0.1138690635561943,0.8770993947982788,-2.306457996368408
