time,peripheral.identifier,peripheral.timestamp,peripheral.rssi,peripheral.txPower,remote.attitude.roll,remote.attitude.pitch,remote.attitude.yaw,brightness,battery.state,battery.level,attitude.roll,attitude.pitch,attitude.yaw
1591291556649,0,629523955361,-35,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,98,-0.08043963462114334,0.7643181681632996,-1.9371553659439087
1591291556652,0,629555269899,-35,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,98,-0.08043963462114334,0.7643181681632996,-1.9371553659439087
1591291556655,0,629583883514,-34,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,98,-0.08043963462114334,0.7643181681632996,-1.9371553659439087
1591291556657,0,629612704668,-32,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,98,-0.08043963462114334,0.7643181681632996,-1.9371553659439087
1591291556660,0,629644014130,-33,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,98,-0.08043963462114334,0.7643181681632996,-1.9371553659439087
1591291556675,0,629677271860,-33,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,98,-0.08223173022270203,0.7900186777114868,-1.9461164474487305
1591291556710,0,629710818476,-34,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,98,-0.08223173022270203,0.7900186777114868,-1.9653315544128418
1591291556747,0,629748474206,-36,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,98,-0.06559409201145172,0.7897084355354309,-1.952099084854126
1591291556770,0,629775474591,-33,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,98,-0.06559409201145172,0.7897084355354309,-1.9763227701187134
1591291556803,0,629809168206,-33,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,98,-0.0584460012614727,0.8278566002845764,-1.9802154302597046
1591291556838,0,629844175014,-34,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,98,-0.0584460012614727,0.8278566002845764,-2.033069133758545
1591291556874,0,629878767553,-36,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,98,-0.1155775859951973,0.8329981565475464,-2.081399440765381
1591291556903,0,629908786706,-35,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,98,-0.1155775859951973,0.8329981565475464,-2.0974161624908447
1591291556936,0,629942420206,-42,12,0.03926036241020725,0.35300761641020717,0.35300761641020717,1.0,unplugged,98,-0.02408725954592228,0.8295039534568787,-2.022094488143921
