time,peripheral.identifier,peripheral.timestamp,peripheral.rssi,peripheral.txPower,remote.attitude.roll,remote.attitude.pitch,remote.attitude.yaw,brightness,battery.state,battery.level,attitude.roll,attitude.pitch,attitude.yaw
1591115623513.3792,0DA78762-F235-4794-7768-777AB11C6CFF,612808423512.033,-81,12,0.328,0.617,0.617,0.828615,unplugged,0.85,0.231,1.441,-2.130
1591115623576.302,0DA78762-F235-4794-7768-777AB11C6CFF,612808423574.406,-70,12,0.328,0.617,0.617,0.828615,unplugged,0.85,0.149,1.434,-2.052
1591115623672.887,0DA78762-F235-4794-7768-777AB11C6CFF,612808423670.848,-80,12,0.328,0.617,0.617,0.828615,unplugged,0.85,0.144,1.438,-2.047
1591115623673.56,0DA78762-F235-4794-7768-777AB11C6CFF,612808423671.91,-80,12,0.328,0.617,0.617,0.828615,unplugged,0.85,0.144,1.438,-2.047
1591115623734.873,0DA78762-F235-4794-7768-777AB11C6CFF,612808423732.876,-78,12,0.328,0.617,0.617,0.828615,unplugged,0.85,0.137,1.443,-2.040
1591115623736.02,0DA78762-F235-4794-7768-777AB11C6CFF,612808423732.915,-78,12,0.328,0.617,0.617,0.828615,unplugged,0.85,0.137,1.443,-2.040
1591115623794.267,0DA78762-F235-4794-7768-777AB11C6CFF,612808423792.2991,-86,12,0.328,0.617,0.617,0.828615,unplugged,0.85,0.107,1.448,-2.009
1591115623795.0798,0DA78762-F235-4794-7768-777AB11C6CFF,612808423793.3529,-85,12,0.328,0.617,0.617,0.828615,unplugged,0.85,0.107,1.448,-2.009
1591115623856.597,0DA78762-F235-4794-7768-777AB11C6CFF,612808423854.462,-71,12,0.328,0.617,0.617,0.828615,unplugged,0.85,0.080,1.452,-1.981
1591115623857.461,0DA78762-F235-4794-7768-777AB11C6CFF,612808423855.693,-70,12,0.328,0.617,0.617,0.828615,unplugged,0.85,0.078,1.454,-1.978
1591115623919.479,0DA78762-F235-4794-7768-777AB11C6CFF,612808423917.215,-74,12,0.328,0.617,0.617,0.828615,unplugged,0.85,0.091,1.462,-1.985
